Type	String	Frequency	OMOP_ID	OMOP_Name
Condition	ascites	15	200528	Ascites
Condition	chronic kidney diseases	15	46271022	Chronic kidney disease
Condition	critical illness	15	374032	Critical illness polyneuropathy
Condition	depression	15	440383	Depressive disorder
Condition	heart disease	15	321588	Heart disease
Condition	kidney failure	15	192359	Renal failure syndrome
Condition	malabsorption	15	4138253	Malabsorption syndrome
Condition	malabsorption syndrome	15	4138253	Malabsorption syndrome
Condition	multiorgan failure	15	4296023	Failure
Condition	non-melanoma skin cancer	15	37047248	Cancer pathology panel | Skin melanoma | Pathology panels
Condition	portal hypertension	15	19268	Portal hypertension
Condition	prior reactions to transfusion blood products	15	44807494	Blood product transfusion adverse reaction detected
Condition	rhinorrhea	15	4276172	Nasal discharge
Condition	severe liver failure	15	4245975	Hepatic failure
Condition	significant cardiovascular disease	15	4050792	No FH: Cardiovascular disease
Condition	systemic lupus erythematosus	15	257628	Systemic lupus erythematosus
Condition	viral infection	15	440029	Viral disease
Drug	dexamethasone	15	1518254	dexamethasone
Drug	escitalopram	15	715939	escitalopram
Drug	intravenous immunoglobulin	15	19117912	immunoglobulin G
Drug	itraconazole	15	1703653	itraconazole
Drug	monoclonal antibodies	15	722871	Monoclonal antibodies
Drug	stool	15	45768393	Stool
Drug	therapeutic anticoagulation	15	36674433	Anticoagulant therapeutic role
Measurement	absolute lymphocyte count	15	40487382	Total lymphocyte count
Measurement	negative serum pregnancy test	15	4041162	Serum pregnancy test negative
Measurement	positive pcr test	15	913915	HPV positive for viral DNA by PCR test
Observation	sexual intercourse	15	4088275	Sexual intercourse difficult
Procedure	non-invasive mechanical ventilation	15	19025274	oxygen
Procedure	transplantation	15	4300185	Transplantation
Condition	acute kidney injury	14	761083	Acute injury of kidney
Condition	bronchiectasis	14	256449	Bronchiectasis
Condition	chest pain	14	7767	Chest pain
Condition	coronary heart disease	14	317576	Coronary arteriosclerosis
Condition	end-stage renal disease	14	193782	End-stage renal disease
Condition	gilbert 's syndrome	14	409974	Gilbert's syndrome
Condition	gout	14	440674	Gout
Condition	hepatic failure	14	4245975	Hepatic failure
Condition	inability to swallow	14	4166225	Inability to cope
Condition	infectious disease	14	4190559	Infectious diseases
Condition	leukemia	14	31751	Leukemia
Condition	leukopenia	14	435224	Leukopenia
Condition	lung disease	14	45884896	Lung Disease
Condition	newborn	14	42073776	Newborn
Condition	parkinson 's disease	14	38127	Parkinson's disease
Condition	perforation	14	4263947	Perforation
Condition	progressive disease	14	32677	Disease Progression
Condition	reproductive potential	14	418763	Finding with explicit context
Condition	seizure	14	377091	Seizure
Condition	severe allergic reactions	14	40589905	Allergic reaction
Condition	severe chronic respiratory disease	14	4063381	Chronic disease of respiratory system
Condition	thyroid disease	14	141253	Disorder of thyroid gland
Drug	insulin	14	4588466	Insulin
Drug	jak inhibitors	14	35807404	JAK inhibitor
Drug	ribavirin	14	1762711	ribavirin
Measurement	transaminase	14	3198682	Elevated transaminases
Procedure	donate sperm	14	2149843	Donation
Procedure	splenectomy	14	4125482	Splenectomy
Procedure	supplementary oxygen	14	4059029	Supplementary benefit
Condition	breast cancer	13	45884515	Breast cancer
Condition	bronchial asthma	13	317009	Asthma
Condition	chronic hepatitis	13	200763	Chronic hepatitis
Condition	confirmed infection	13	42870418	Date access infection confirmed [ESRD]
Condition	good health	13	4047705	General health good
Condition	hemorrhagic stroke	13	4217246	Hemorrhagic stroke monitoring
Condition	inflammation	13	4119715	Inflammation
Condition	ischemic stroke	13	4310996	Ischemic stroke
Condition	laboratory abnormality	13	4012972	Laboratory test result abnormal
Condition	lesions	13	40599742	Lesion
Condition	nasal cannula	13	2614925	"Cannula, nasal"
Condition	non-childbearing potential	13	40757139	Counseling for women of childbearing potential with epilepsy (EPI)
Condition	organ failure	13	4212484	Multiple organ failure
Condition	pulmonary disease	13	706513	Pulmonary disease
Condition	remission	13	36307567	Remission
Condition	renal impairment	13	4030518	Renal impairment
Condition	severe chronic kidney disease	13	443612	Chronic kidney disease stage 4
Condition	severe malnutrition	13	44037	Nutritional marasmus
Condition	significant medical condition	13	40770395	Has the patient had any significant medical conditions NEMSIS
Condition	thrombosis	13	4130722	Thrombosis
Condition	unable to take oral medication	13	37018474	Unable to take medication
Condition	ventricular tachycardia	13	4103295	Ventricular tachycardia
Drug	antivirals	13	35625639	Antiviral
Drug	cisapride	13	932196	cisapride
Drug	cyclosporin	13	19010482	cyclosporine
Drug	estrogen	13	19049228	estrogens
Drug	etanercept	13	1151789	etanercept
Drug	glucose	13	1560524	glucose
Drug	immune system	13	4024018	Immune system finding
Drug	oral contraceptives	13	4241216	Oral contraception
Drug	pimozide	13	74579	pimozide
Drug	protease	13	931973	protease
Measurement	alanine aminotransferase	13	4211515	Alanine aminotransferase
Measurement	child pugh	13	37016292	Child-Pugh score
Measurement	estimated creatinine clearance	13	372052	Estimated creatinine clearance
Measurement	lymphocytes	13	4211531	Lymphocyte
Measurement	pao2 / fio2	13	4353936	Inspired oxygen concentration
Measurement	partial pressure of carbon dioxide in arterial blood	13	3027946	Carbon dioxide [Partial pressure] in Arterial blood
Measurement	serum ferritin	13	37397915	Serum ferritin level
Observation	coffee	13	4162308	Coffee
Observation	health status	13	4247398	Health status
Observation	smoker	13	4298794	Smoker
Procedure	bronchoalveolar lavage	13	3720434	Bronchoalveolar lavage
Procedure	donate blood	13	40973	Whole blood unit collection
Procedure	organ transplant	13	45875989	Organ transplant
Condition	active bacterial	12	44012529	Bacterials
Condition	angina	12	321318	Angina pectoris
Condition	arterial hypertension	12	4305599	Renal arterial hypertension
Condition	berlin criteria	12	41970933	Berlin
Condition	breastfeed	12	4188824	Breastfeeding
Condition	covid infection	12	756039	Respiratory infection due to COVID-19
Condition	dyspnoea	12	312437	Dyspnea
Condition	gastrointestinal symptoms	12	414719	Gastrointestinal symptom
Condition	gestation	12	4114526	Gestational
Condition	glucose-6-phosphate dehydrogenase deficiency	12	4049014	Albinism
Condition	heparin-induced thrombocytopenia	12	433749	Heparin-induced thrombocytopenia
Condition	hepatitis c virus infection	12	197494	Viral hepatitis C
Condition	hypersensitivity to chloroquine	12	3170072	Hypersensitivity to odor
Condition	hypersensitivity to hydroxychloroquine	12	3170072	Hypersensitivity to odor
Condition	impairment	12	4125554	Impaired
Condition	lupus	12	42071481	Lupus
Condition	mild disease	12	1177314	Mild disease
Condition	murine nodule inducing virus	12	4321705	Murine pneumonia virus
Condition	novel coronavirus infection	12	37311061	Disease caused by 2019-nCoV
Condition	psychiatric disorders	12	36308213	Psychiatric disorder
Condition	severe asthma	12	4017188	Asthma severity
Condition	severe heart failure	12	316139	Heart failure
Condition	severe hypertension	12	44809027	Severe hypertension
Condition	sickle cell disease	12	22281	Sickle cell-hemoglobin SS disease
Condition	suicidal ideation	12	4273391	Suicidal thoughts
Condition	torsades de pointes	12	4135823	Torsades de pointes
Condition	ulcerative colitis	12	81893	Ulcerative colitis
Condition	ventricular arrhythmias	12	4185572	Ventricular arrhythmia
Drug	adalimumab	12	1119119	adalimumab
Drug	carbamazepine	12	740275	carbamazepine
Drug	cocaine	12	1001419	cocaine
Drug	dofetilide	12	1362979	dofetilide
Drug	immune	12	4132855	Immunization
Drug	immunosuppressant	12	4242843	Immunosuppression
Drug	intravenous steroids	12	44808392	Intravenous steroid prophylaxis
Drug	nitazoxanide	12	1715315	nitazoxanide
Drug	quinine	12	1760616	quinine
Measurement	c-reactive protein ( crp )	12	439937	C-reactive protein abnormal
Measurement	fibrinogen	12	19054702	fibrinogen
Measurement	laboratory results	12	4172077	Unexplained laboratory result
Measurement	oral temperature	12	3006322	Oral temperature
Measurement	positive covid-19 test	12	37311061	Disease caused by 2019-nCoV
Measurement	positive pcr	12	4133775	Chlamydia PCR positive
Measurement	positive test	12	4064473	Kveim test positive
Measurement	sars-cov-2 by pcr	12	4161294	PCR test for SARS
Measurement	sars-cov-2 test	12	40218805	Testing for SARS-CoV-2 in CDC laboratory
Measurement	white blood cells	12	4198678	Leukocyte
Observation	high clinical suspicion	12	40479411	Suspected clinical finding
Procedure	bilateral tubal ligation	12	4117038	Bilateral tubal ligation
Procedure	immunosuppressive treatment	12	3186744	Ongoing treatment with immunosuppressive agents
Procedure	injections	12	42538189	Inject
Procedure	noninvasive positive pressure ventilation	12	40486624	Noninvasive positive pressure ventilation
Procedure	renal replacement therapy	12	37018292	Continuous renal replacement therapy
Procedure	supplemental o2	12	36309413	O2/K2
Procedure	vasectomized partner	12	4052187	Partner unemployed
Condition	2019-ncov infection	11	37311065	2019-nCoV
Condition	4 severe chronic kidney disease	11	443612	Chronic kidney disease stage 4
Condition	active solid	11	4253733	Solid
Condition	active viral	11	4283078	Chronic active viral hepatitis
Condition	alcoholism	11	4203148	Alcohol
Condition	asplenia	11	45768671	Asplenia
Condition	asthenia	11	437113	Asthenia
Condition	chronic illness	11	45884656	Continuous chronic illness
Condition	convalescent plasma	11	757683	Transfuse convalescent plasma [Volume]
Condition	critical condition	11	4193646	Critic
Condition	diverticulitis	11	4141224	Diverticulitis
Condition	hematologic malignancy	11	4147164	Malignant tumor of lymphoid hemopoietic and related tissue
Condition	hemophilia	11	45876878	Hemophilia
Condition	hepatitis c-like viruses	11	431447	Ebolavirus
Condition	hypoglycemia	11	4154498	Hypoglycemic syndrome
Condition	mental disorders	11	432586	Mental disorder
Condition	novel coronavirus pneumonia	11	37310285	Pneumonia caused by 2019 novel coronavirus
Condition	psychiatric illness	11	36310428	Major psychiatric illness
Condition	sars cov 2	11	703439	Taking of swab for SARS-CoV-2
Condition	severe allergic reaction	11	40589905	Allergic reaction
Condition	severe ards	11	42035945	Ards
Condition	severe covid-19 disease	11	703443	COVID-19 severity scale
Condition	severe depression	11	4149321	Severe depression
Condition	severe illness	11	4153899	Severities
Condition	severe renal failure	11	192359	Renal failure syndrome
Condition	uncontrolled diabetes	11	4019513	Brittle diabetes mellitus
Condition	ventricular fibrillation	11	437894	Ventricular fibrillation
Drug	agents	11	4126018	Agent
Drug	anticoagulants	11	358034	Anticoagulation
Drug	antidepressants	11	21604686	ANTIDEPRESSANTS
Drug	bcg vaccine	11	4173939	BCG vaccination
Drug	investigational agents	11	429709	Evaluation procedure
Drug	investigational treatment	11	4148887	Patient on waiting list
Drug	janus kinase inhibitors	11	4253603	Janus kinase inhibitor
Drug	other investigational drugs	11	35807195	Investigational drug
Drug	quinidine	11	1360421	quinidine
Measurement	abnormal laboratory values	11	4012972	Laboratory test result abnormal
Measurement	alanine transaminase ( alt )	11	4041531	Alanine aminotransferase (ALT) (serum glutamic-pyruvic transaminase) (SGPT) level abnormal
Measurement	alkaline phosphatase	11	42109	Alkaline phosphatase
Measurement	diastolic bp	11	44789316	Ambulatory diastolic BP
Measurement	estimated gfr	11	4136121	With GFR
Measurement	exclusion criteria	11	40769164	Exclusion criteria present [PhenX]
Measurement	hepatitis c virus antibody	11	4216067	Antibody to hepatitis C virus
Measurement	positive serology	11	4057304	Serology positive
Measurement	urine pregnancy test	11	4055285	Urine pregnancy test
Observation	sperm donation	11	2149843	Donation
Observation	student	11	4277918	Student
Observation	tobacco	11	4219336	Tobacco
Procedure	antiplatelet therapy	11	42539565	Antiplatelet therapy contraindicated
Procedure	cytotoxic chemotherapy	11	4141762	Oral chemotherapy
Procedure	inactivated vaccine	11	4021316	"poliovirus vaccine, inactivated"
Procedure	post-ovulation methods	11	4152025	Postcoital contraception
Procedure	use of home oxygen	11	3701751	Home-use oxygen compressor
Condition	active autoimmune disease	10	434621	Autoimmune disease
Condition	carcinoma in situ	10	433435	Carcinoma in situ
Condition	cardiovascular diseases	10	134057	Disorder of cardiovascular system
Condition	chronic kidney failure	10	193782	End-stage renal disease
Condition	chronic renal disease	10	4128228	Chronic drug-induced renal disease
Condition	decompensated heart failure	10	4311437	Decompensated chronic heart failure
Condition	end stage renal disease	10	193782	End-stage renal disease
Condition	hemoptysis	10	261687	Hemoptysis
Condition	human immunodeficiency virus infection	10	439727	Human immunodeficiency virus infection
Condition	idiopathic pulmonary fibrosis	10	4576375	Idiopathic pulmonary fibrosis
Condition	interstitial pneumonia	10	4273378	Interstitial pneumonia
Condition	loss of smell	10	4185711	Loss of sense of smell
Condition	maculopathy	10	4208223	Disorder of macula of retina
Condition	major trauma	10	4478969	Waterlow major surgery/trauma score
Condition	mild covid-19	10	37311061	Disease caused by 2019-nCoV
Condition	pericarditis	10	4138837	Pericarditis
Condition	platelet disorder	10	4332151	Platelet disorder
Condition	pleural effusion	10	254061	Pleural effusion
Condition	prolonged qt syndrome	10	4008859	Prolonged QT interval
Condition	recurrence	10	4078193	Recurrence
Condition	respiratory insufficiency	10	318459	Respiratory insufficiency
Condition	respiratory symptom	10	313878	Respiratory symptom
