Title,Acronym,Status,Study Results,Phases,Funded Bys,URL,trial_id,outcome,study_type,study_design
Safety and Efficacy of Anti-SARS-CoV-2 Equine Antibody Fragments (INOSARS) for Hospitalized Patients With COVID-19,nan,not yet recruiting,No Results Available,phase 1|phase 2,Other,https://ClinicalTrials.gov/show/NCT04514302,NCT04514302,"proportion of patients with improvement in clinical status|time to clinical improvement|proportion of patients that reach a score of 6, 7 or 8 in the niaid 8-point ordinal scale|duration of hospitalization|sars-cov-2 pcr negativization rate|proportion of patients with clinical improvement at day 7|proportion of patients with immediate adverse events (< 24 hours)|proportion of patients with late adverse events (1 - 28 days)",interventional,"allocation: randomized|intervention model: parallel assignment|masking: quadruple (participant, care provider, investigator, outcomes assessor)|primary purpose: treatment"
Colchicine Plus Phenolic Monoterpenes to Treat COVID-19,nan,recruiting,No Results Available,phase 1|phase 2,Other,https://ClinicalTrials.gov/show/NCT04392141,NCT04392141,mortality rate|change in patients clinical manifestation|length of hospitalization|c-reactive protein|lymphocyte count|serum lactate dehydrogenase|serum interleukin-6|erythrocyte sedimentation rate,interventional,"allocation: randomized|intervention model: parallel assignment|masking: double (participant, investigator)|primary purpose: treatment"
Online Learning of Veterinary Anatomy During COVID-19 Pandemic,nan,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04418284,NCT04418284,measure the students' interest in studying anatomy on-line.|assess the easiness of using technology during studying anatomy online|assess the student satisfaction regarding the provided study materials,observational,observational model: other|time perspective: cross-sectional
Vitamin D Supplementation in Patients With COVID-19,nan,recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04449718,NCT04449718,length of hospitalization|mortality|number of cases admitted to intensive care unit (icu)|length of use of mechanic ventilator|number and severity of symptoms|inflammatory markers|c-reactive protein|vitamin d|creatinine|calcium|physical activity,interventional,"allocation: randomized|intervention model: parallel assignment|masking: quadruple (participant, care provider, investigator, outcomes assessor)|primary purpose: treatment"
DAS181 for Severe COVID-19: Compassionate Use,nan,completed,No Results Available,not applicable,Other|Industry,https://ClinicalTrials.gov/show/NCT04324489,NCT04324489,improved clinical status|return to room air|sars-cov-2 rna|discharge|death,interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: treatment
Multi-site Adaptive Trials for COVID-19,nan,recruiting,No Results Available,phase 3,Other,https://ClinicalTrials.gov/show/NCT04370262,NCT04370262,mortality|virologic response to study treatment detected in blood|virologic clearance in nasal swab and/or lower respiratory secretions|clinical severity,interventional,"allocation: randomized|intervention model: parallel assignment|masking: triple (participant, care provider, investigator)|primary purpose: treatment"
"A Prospective ""Universal"" Observational Database for COVID-19",nan,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04347993,NCT04347993,need for hospitalization|duration of hospitalization|need for icu/ventilator support|duration of icu/ventilator support|overall survival,observational,observational model: case-only|time perspective: prospective
Expanded Access to Convalescent Plasma for Treatment of COVID-19,nan,available,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04472572,NCT04472572,nan,expanded access:treatment ind/protocol,nan
Genetic Bases of COVID-19 Clinical Variability,GEN-COVID,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04549831,NCT04549831,to identify the genetic determinants of covid-19 severity|to identify the genetic determinants of covid-19 clinical trajectories.,observational,observational model: case-control|time perspective: prospective
COVID-19 Infection in Healthcare Workers,HOP-COVID,not yet recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04386759,NCT04386759,sars-cov-2 infection|individual factors|hospital ward level,observational,observational model: cohort|time perspective: other
PERUCONPLASMA: Evaluating the Use of Convalescent Plasma as Management of COVID-19,nan,not yet recruiting,No Results Available,phase 2,Other,https://ClinicalTrials.gov/show/NCT04497324,NCT04497324,transfusion-related serious adverse events|all-cause in-hospital mortality|length of hospital stay|length of icu stay|need of invasive mechanical ventilation|duration of mechanical ventilation|clinical improvement at 14 days,interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
Descriptive and Retrospective Analysis of Acute Myocarditis Associated With Pandemic COVID-19 in Children,HEART-COVID,not yet recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04420468,NCT04420468,acute myocarditis|multi-systemic inflammatory syndrome|kawasaki disease|results of sars-cov-2,observational,observational model: cohort|time perspective: retrospective
Anti-inflammatory/Antioxidant Oral Nutrition Supplementation in COVID-19,ONSCOVID19,recruiting,No Results Available,phase 2|phase 3,Other,https://ClinicalTrials.gov/show/NCT04323228,NCT04323228,change from baseline score of nutrition risk screening-2002 (nrs-2002) at end of the trial|change from baseline serum ferritin level at end of the trial|change from baseline serum interleukin-6 concentration at end of the trial|change from baseline serum c-reactive protein concentration at end of the trial|change from baseline serum tumor necrosis factor-ϱ concentration at end of the trial|change from baseline serum monocyte chemoattractant protein 1 (mcp-1) at end of the trial|change from baseline weight at end of the trial|height|change from baseline bmi at end of the trial|change from baseline mid arm circumference at end of the trial|change from baseline triceps skin-fold thickness at end of the trial|change from baseline mama at end of the trial|change from baseline percentage of peripheral o2 saturation at end of the trial|change from baseline degree of body temperature at end of the trial|change from baseline count the total leukocyte at end of the trial|change from baseline differential lymphocytic count at end of the trial|change from baseline neutrophil count at end of the trial|change from baseline neutrophil to lymphocyte ratio at end of the trial,interventional,"allocation: randomized|intervention model: parallel assignment|masking: double (participant, care provider)|primary purpose: supportive care"
Impact of COVID-19 on Marshallese Communities in the U.S.,nan,enrolling by invitation,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04474496,NCT04474496,"effects of covid-19 on social determinants of health|effects of covid-19 on general health status and mental health|effects of covid-19 on disease management|effects of covid-19 on diet and physical activity behaviors|covid-19 screening, testing, and prevention|trusted sources of covid-19 information|impacts of covid-19 on daily life|covid-19 attitudes, fears, and beliefs",observational,observational model: other|time perspective: cross-sectional
Exchange Transfusion Versus Plasma From Convalescent Patients With Methylene Blue in Patients With COVID-19,COVID-19,recruiting,No Results Available,phase 2,Other,https://ClinicalTrials.gov/show/NCT04376788,NCT04376788,improvement of condition|change in organs function with pfs and os,interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
Minimal Invasive Autopsies to Investigate Changes in Deceased COVID-19 Patients,MIA-COVID-19,recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04366882,NCT04366882,"determination of cause of death and contributing factors based on clinical, radiological, microbiological and histopathological data of the deceased patient|detailed description of the postmortem radiological changes induced by covid-19|detailed description of the postmortem histopathological changes induced by covid-19|postmortem quantity of viral rna|postmortem disease mechanisms at cellular level",interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: health services research
