interventionName,interventionID
antioxidation therapy [dietary supplement],intervention_694
covid-19 patients [other],intervention_695
fingolimod 0.5 mg [drug],intervention_696
diagnostic test covid-19 [diagnostic test],intervention_697
mas825 [drug],intervention_698
adam sensor [device],intervention_699
blood d-dimer assay [other],intervention_700
nasopharyngeal covid 19 rt-pcr [diagnostic test],intervention_701
angiotensin-converting enzyme inhibitors (ace-i) and angiotensin ii receptor blockers (arb) [drug],intervention_702
low dose of kbp-covid-19 [biological],intervention_703
high dose of kbp-covid-19 [biological],intervention_704
low dosage inactivated sars-cov-2 vaccine on a 0- and 14-day schedule [biological],intervention_705
medium dosage inactivated sars-cov-2 vaccine on a 0- and 14-day schedule [biological],intervention_706
high dosage inactivated sars-cov-2 vaccine on a 0- and 14-day schedule [biological],intervention_707
placebo on a 0- and 14-day schedule [biological],intervention_708
gam-covid-vac [biological],intervention_709
"two doses of low dosage inactivated sars-cov-2 vaccine at the schedule of day 0,28 [biological]",intervention_710
"two doses of medium dosage inactivated sars-cov-2 vaccine at the schedule of day 0,28 [biological]",intervention_711
"two doses of high dosage inactivated sars-cov-2 vaccine at the schedule of day 0,28 [biological]",intervention_712
"two doses of placebo at the schedule of day 0,28 [other]",intervention_713
virtual care at home [other],intervention_714
two doses of medium dosage inactivated sars-cov-2 vaccine at the emergency vaccination schedule [biological],intervention_715
two doses of high dosage inactivated sars-cov-2 vaccine at the emergency vaccination schedule [biological],intervention_716
two doses of placebo at the emergency vaccination schedule [biological],intervention_717
two doses of medium dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule [biological],intervention_718
two doses of high dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule [biological],intervention_719
two doses of placebo at the routine vaccination schedule [biological],intervention_720
tranexamic acid tablets [drug],intervention_721
general public cohort [other],intervention_722
volatile organic compounds analysis [device],intervention_723
ensoetm device [device],intervention_724
moxibustion plus cupping [other],intervention_725
enzalutamide pill [drug],intervention_726
indomethacin [drug],intervention_727
zithromax oral product [drug],intervention_728
cytokines dosage [diagnostic test],intervention_729
complement dosage [diagnostic test],intervention_730
lung function tests [diagnostic test],intervention_731
exercise capacity [diagnostic test],intervention_732
exercise physiology [diagnostic test],intervention_733
health-related quality of life [diagnostic test],intervention_734
"respiratory symptoms, symptoms of anxiety and depression, and post-traumatic stress screening [diagnostic test]",intervention_735
collection of biological samples [procedure],intervention_736
symptom and exposure surveys [procedure],intervention_737
nitazoxanide and atazanavir/ritonavir [drug],intervention_738
sars-cov-2 rs [biological],intervention_739
matrix-m adjuvant [other],intervention_740
nss saline placebo [other],intervention_741
chlorine dioxide 3000 ppm [drug],intervention_742
probiorinse [other],intervention_743
standard therapy of covid-19 [drug],intervention_744
the usual treatment [drug],intervention_745
caption ai [device],intervention_746
fisetin [drug],intervention_747
dapagliflozin [drug],intervention_748
ambrisentan [drug],intervention_749
conjunctival swab and nasopharyngeal swab [diagnostic test],intervention_750
"none, this study is observational [other]",intervention_751
transfusion of covid-19 convalescent plasma [drug],intervention_752
plasma therapy using convalescent plasma with antibody against sars-cov-2 [other],intervention_753
anakinra 149 mg/ml prefilled syringe [kineret] [drug],intervention_754
azithromycin with amoxicillin/clavulanate [combination product],intervention_755
amoxicillin/clavulanate [drug],intervention_756
covid-19 experience surveys [other],intervention_757
predictive factors for clinical response in patients with covid-19. [other],intervention_758
retrospective case-control analysis [drug],intervention_759
iloprost [drug],intervention_760
isotonic saline [drug],intervention_761
wearable medical device (empatica e4) [device],intervention_762
progesterone 100 mg [drug],intervention_763
seraph¬æ-100 microbind¬æ affinity blood filter [device],intervention_764
biomedomics covid-19 igm-igg rapid test [other],intervention_765
venipuncture in peripheral vein [other],intervention_766
standard of care therapy [drug],intervention_767
endoscopic intervention [procedure],intervention_768
"taking blood samples (capillary and venous), saliva sampling and nasopharyngeal sampling. [device]",intervention_769
capillary and salivary sampling [device],intervention_770
standard oxygen therapy [procedure],intervention_771
10% povidone-iodine nasal decolonization swab plus 0.12% chg oral rinse [drug],intervention_772
v-sars [biological],intervention_773
previfenon¬æ [drug],intervention_774
biological sample collection [procedure],intervention_775
data collection:clinical care assessments [procedure],intervention_776
galidesivir [drug],intervention_777
psc-04 [biological],intervention_778
atyr1923 1 mg/kg [drug],intervention_779
atyr1923 3 mg/kg [drug],intervention_780
silymarin [drug],intervention_781
standard of care treatment [other],intervention_782
whole exome sequencing [diagnostic test],intervention_783
piclidenoson [drug],intervention_784
oral co-trimoxazole [drug],intervention_785
gam-covid-vac lyo [biological],intervention_786
azithromycin (azithro) [drug],intervention_787
placebo for hydroxychloroquine [drug],intervention_788
placebo for azithromycin [drug],intervention_789
lenzilumab [biological],intervention_790
vitamin c [other],intervention_791
control [dietary supplement],intervention_792
levamisole [drug],intervention_793
isoprinosine [drug],intervention_794
povidone-iodine nasal spray and gargle [drug],intervention_795
convalescent plasma application to sars-cov-2 infected patients [other],intervention_796
tj003234 [drug],intervention_797
certified cloth face mask plus preventive information [other],intervention_798
preventive information [behavioral],intervention_799
bemiparin [drug],intervention_800
favipiravir (3200 mg + 1200 mg) [drug],intervention_801
favipiravir (3600 mg + 1600 mg) [drug],intervention_802
favipiravir (3200 mg + 1200 mg) combined with hydroxychloroquine [drug],intervention_803
favipiravir (3200 mg + 1200 mg) combined with azithromycin [drug],intervention_804
hydroxychloroquine combined with azithromycin [drug],intervention_805
brazilian green propolis extract (epp-af) [drug],intervention_806
investigation of smell and taste disorders [other],intervention_807
hydroxychloroquine sulfate + azithromycin [combination product],intervention_808
intradermal injection of bcg vaccine [biological],intervention_809
vaccine bcg [biological],intervention_810
"masimo, lidco [device]",intervention_811
1:ilt101 [drug],intervention_812
2:placebo comparator [drug],intervention_813
activity [other],intervention_814
chest computed tomography (ct) [diagnostic test],intervention_815
reverse-transcription polymerase chain reaction (rt-pcr) [diagnostic test],intervention_816
anti sars-cov 2 convalescent plasma in severe covid-19 patients [biological],intervention_817
anti sars-cov 2 convalescent plasma in critical covid-19 patients [biological],intervention_818
hcq+azt [drug],intervention_819
enzalutamide [drug],intervention_820
tocilizumab 20 mg/ml intravenous solution [actemra] [drug],intervention_821
personal protective equipment from biological hazard [other],intervention_822
tuberculin test [diagnostic test],intervention_823
ly3127804 [drug],intervention_824
nan [other],intervention_825
relation between frailty and clinical outcomes in elderly patients with covid-19. [other],intervention_826
hidroxicloroquine [drug],intervention_827
imatinib tablets [drug],intervention_828
standardized crisis management and coping protocol plan toward coronavirus disease 2019 (covid-19) [other],intervention_829
non-invasive ventilatory support [device],intervention_830
hydroxychloroquine and azithromycin treatment [drug],intervention_831
conventional management of patients [other],intervention_832
cd24fc [drug],intervention_833
performing of lung ultrasound [device],intervention_834
remote controlled exercise [other],intervention_835
home exercise [other],intervention_836
breath test [diagnostic test],intervention_837
rhdnase i [drug],intervention_838
web-based redcap survey [other],intervention_839
oral [drug],intervention_840
exposure to the sars-cov-2 [other],intervention_841
prospective chart review [other],intervention_842
prone decubitus [other],intervention_843
transparent sheet [device],intervention_844
azinc [dietary supplement],intervention_845
bm-mscs [biological],intervention_846
questionnaires for specific phobia [other],intervention_847
anti-covid-19 human immunoglobulin [biological],intervention_848
standard (specific) therapy for covid-19 [drug],intervention_849
igg antibodies immunoassay [diagnostic test],intervention_850
remestemcel-l [drug],intervention_851
oral 25-hydroxyvitamin d3 [drug],intervention_852
bacille calmette-gu√©rin (bcg) [biological],intervention_853
placebo comparator [other],intervention_854
"pro bnp , vitamin d [other]",intervention_855
sars-cov-2 convalescent plasma treatment [biological],intervention_856
carrimycin [drug],intervention_857
lopinavir/ritonavir tablets or arbidol or chloroquine phosphate [drug],intervention_858
basic treatment [drug],intervention_859
standar of care [other],intervention_860
imatinib mesylate [drug],intervention_861
